task,instance_id,condition,gold_answer,bertscore_f1,bt_bertscore,gpt_orig_answer,gpt_para_answer,gpt_orig_logprob,gpt_para_logprob,llama_orig_answer,llama_para_answer,gemma_orig_answer,gemma_para_answer,gpt_consistent,gpt_orig_correct,gpt_para_correct,gpt_semantic_drift,llama_consistent,llama_orig_correct,llama_para_correct,llama_semantic_drift,gemma_consistent,gemma_orig_correct,gemma_para_correct,gemma_semantic_drift,gpt_logprob_gap
trivia_qa,9105,voice,Belfast,0.9650463461875916,0.9511048793792723,Belfast,Belfast,-0.0011430763,-0.0013873816,"London, England. Great Victoria Street railway station is located in the City of Westminster district of London, England. It serves as an important transportation hub for travelers and commuters within the capital. The station was opened in 1864 and has undergone","London. Great Victoria Street railway station is located in the central area of London, England. It serves as an important transportation hub for travelers and commuters within the capital. The station was opened in 1864 and has undergone several renovations over the","Birmingham, England. ",Birmingham,True,True,True,0.0,False,False,False,0.033322692,False,False,False,0.04590404,0.0002443053000000001
trivia_qa,9105,formality,Belfast,0.951779842376709,0.9511048793792723,Belfast,Belfast,-0.0011430763,-0.00076222233,"London, England. Great Victoria Street railway station is located in the City of Westminster district of London, England. It serves as an important transportation hub for travelers and commuters within the capital. The station was opened in 1864 and has undergone",London.,"Birmingham, England. ",Birmingham. ,True,True,True,0.0,False,False,False,0.13478625,False,False,False,0.033859074,-0.0003808539699999999
trivia_qa,5094,lexical,New Haven,0.972736358642578,0.972736358642578,New Haven,"New Haven, Connecticut",-0.0038854615,-0.0030764674,"New Haven, Connecticut.","New Haven, Connecticut.","New Haven, Connecticut","New Haven, Connecticut",False,True,True,0.056441724,True,True,True,-2.3841858e-07,True,True,True,-1.1920929e-07,-0.0008089941
trivia_qa,5094,syntactic,New Haven,0.9479584097862244,0.9352470636367798,New Haven,New Haven,-0.0042716656,-0.0061743134,"New Haven, Connecticut.",Connecticut.,"New Haven, Connecticut","New Haven, Connecticut",True,True,True,0.0,False,True,False,0.053014755,True,True,True,-1.1920929e-07,0.0019026477999999998
trivia_qa,5094,voice,New Haven,0.9490755200386048,0.9352470636367798,New Haven,New Haven,-0.0038286985,-0.006106301,"New Haven, Connecticut.",Connecticut.,"New Haven, Connecticut","New Haven, Connecticut. ",True,True,True,0.0,False,True,False,0.053014755,False,True,True,0.012636006,0.0022776025
trivia_qa,5094,formality,New Haven,0.9239542484283448,0.9239542484283448,New Haven,"New Haven, Connecticut",-0.0042716656,-0.061872784,"New Haven, Connecticut.","New Haven, Connecticut. To answer the trivia question ""Where can you find Yale University?"", the short and direct answer is:","New Haven, Connecticut","New Haven, Connecticut. ",False,True,True,0.056441724,False,True,True,0.092425704,False,True,True,0.012636006,0.0576011184
trivia_qa,7055,lexical,National Space Centre,0.9570761919021606,0.9330973625183104,National Space Centre,National Space Centre,-0.013207058,-0.019277234,"The National Coal Museum. To find the correct answer to this trivia question, you would need to search for information about attractions located on Exploration Drive in Leicester and identify the one that is specifically known as the National Coal Museum. This museum is dedicated to exploring","Jimmy Carr. Jimmy Carr is a popular British comedian and television presenter who has been a regular on the BBC's ""The One Show"" since 2013. He often appears as a guest on various shows across different channels, including ""Expl",The Discovery Centre,The Discovery Magnet,True,True,True,0.0,False,False,False,0.17801929,False,False,False,0.08126384,0.006070176
trivia_qa,7055,syntactic,National Space Centre,0.9663029313087464,0.9466251134872437,National Space Centre,National Space Centre,-0.013706913,-0.019925304,"The National Coal Museum. To find the correct answer to this trivia question, you would need to search for information about attractions located on Exploration Drive in Leicester and identify the one that is specifically known as the National Coal Museum. This museum is dedicated to exploring",The National Coal Mining Museum for England.,The Discovery Centre,The Discovery Centre in Leicester. ,True,True,True,0.0,False,False,False,0.12755543,False,False,False,0.042030334,0.006218391000000002
trivia_qa,7055,voice,National Space Centre,0.9663029313087464,0.9466251134872437,National Space Centre,National Space Centre,-0.0143866725,-0.019925304,"The National Coal Museum. To find the correct answer to this trivia question, you would need to search for information about attractions located on Exploration Drive in Leicester and identify the one that is specifically known as the National Coal Museum. This museum is dedicated to exploring",The National Coal Mining Museum for England.,The Discovery Centre,The Discovery Centre in Leicester. ,True,True,True,0.0,False,False,False,0.12755543,False,False,False,0.042030334,0.005538631500000002
trivia_qa,7055,formality,National Space Centre,0.9517943263053894,0.9534176588058472,National Space Centre,National Space Centre,-0.013284934,-0.021346694,"The National Coal Museum. To find the correct answer to this trivia question, you would need to search for information about attractions located on Exploration Drive in Leicester and identify the one that is specifically known as the National Coal Museum. This museum is dedicated to exploring",The National Coal Museum.,The Discovery Centre,The Visitor Centre at Leicester Science Center. ,True,True,True,0.0,False,False,False,0.112597466,False,False,False,0.094066024,0.00806176
trivia_qa,11029,lexical,King George IV,0.9628946185112,0.9536661505699158,King George IV,King George IV,-0.17183152,-0.14114954,King George IV.,King George IV.,King George IV of the United Kingdom. ,"King George IV. Sir Henry Raeburn was known as the ""King's Painter"" due to his association with King George IV and his work during that time period. He painted portraits of the king and other royal figures, often depicting scenes from his",True,True,True,5.9604645e-08,True,True,True,-2.3841858e-07,False,True,True,0.13025534,-0.030681979999999998
trivia_qa,11029,syntactic,King George IV,0.96663635969162,0.9674240946769714,King George IV,King George IV,-0.17129612,-0.23708893,King George IV.,"King George IV. To find the answer, I looked up historical records of Sir Henry Raeburn's knighthood and discovered that he was knighted by King George IV on June 30, 1822. The king granted",King George IV of the United Kingdom. ,King George III of Great Britain,True,True,True,5.9604645e-08,False,True,True,0.121806085,False,True,False,0.039928615,0.06579281000000001
trivia_qa,11029,voice,King George IV,0.9592456817626952,0.9638874530792236,King George IV,King George IV,-0.16249901,-0.054941867,King George IV.,King George IV.,King George IV of the United Kingdom. ,King George IV,True,True,True,5.9604645e-08,True,True,True,-2.3841858e-07,False,True,True,0.05037546,-0.107557143
trivia_qa,11029,formality,King George IV,0.9638875722885132,0.9638874530792236,King George IV,King George IV,-0.17183152,-0.079741575,King George IV.,King George IV.,King George IV of the United Kingdom. ,King George IV,True,True,True,5.9604645e-08,True,True,True,-2.3841858e-07,False,True,True,0.05037546,-0.09208994499999999
trivia_qa,3349,lexical,SUGAR LOAF,0.9874151945114136,0.9785513877868652,Sugarloaf Mountain,Sugarloaf Mountain,-0.020352907,-0.020728735,"Sugarloaf Mountain. The Sugarloaf Mountain is an iconic landmark that overlooks the city of Rio de Janeiro, Brazil's largest city and the capital of the state of Rio de Janeiro. It is also known as Pão de Açúcar","Sugarloaf Mountain. The Sugarloaf Mountain is the highest peak in the city of Rio de Janeiro, Brazil, and it offers stunning views of the city's iconic landmarks such as Christ the Redeemer statue and Copacabana beach. It",Monte Alegre,Ponta Delgada,True,False,False,0.0,False,False,False,0.09098703,False,False,False,0.107976675,0.00037582800000000166
trivia_qa,3349,syntactic,SUGAR LOAF,0.9955803155899048,0.9878476858139038,Sugarloaf Mountain,Sugarloaf Mountain,-0.01701226,-0.012228361,"Sugarloaf Mountain. The Sugarloaf Mountain is an iconic landmark that overlooks the city of Rio de Janeiro, Brazil's largest city and the capital of the state of Rio de Janeiro. It is also known as Pão de Açúcar","Sugarloaf Mountain. The Sugarloaf Mountain is the most famous landmark of Rio de Janeiro, Brazil. It's an iconic symbol of the city and can be seen from many parts of the city including the harbor.",Monte Alegre,Montevidéu,True,False,False,0.0,False,False,False,0.0773139,False,False,False,0.15184212,-0.004783899000000001
trivia_qa,3349,voice,SUGAR LOAF,0.9518442153930664,0.9486253261566162,Sugarloaf Mountain,Sugarloaf Mountain,-0.018615758,-0.011252946,"Sugarloaf Mountain. The Sugarloaf Mountain is an iconic landmark that overlooks the city of Rio de Janeiro, Brazil's largest city and the capital of the state of Rio de Janeiro. It is also known as Pão de Açúcar","Sugarloaf Mountain. The Sugarloaf Mountain overlooks the city of Rio de Janeiro and its harbor, providing stunning views to visitors.",Monte Alegre,Aparokoa,True,False,False,0.0,False,False,False,0.07931286,False,False,False,0.14733118,-0.007362812
trivia_qa,3349,formality,SUGAR LOAF,0.9817532896995544,0.9878476858139038,Sugarloaf Mountain,Sugarloaf Mountain,-0.01701226,-0.024990695,"Sugarloaf Mountain. The Sugarloaf Mountain is an iconic landmark that overlooks the city of Rio de Janeiro, Brazil's largest city and the capital of the state of Rio de Janeiro. It is also known as Pão de Açúcar","Sugarloaf Mountain. The Sugarloaf Mountain, also known as Pico do Morro de São Paulo or simply Morro da Urca, is the most prominent peak in the city of Rio de Janeiro, Brazil. It stands at an elevation",Monte Alegre,Aparokoa,True,False,False,0.0,False,False,False,0.08348322,False,False,False,0.14733118,0.007978434999999999
trivia_qa,3039,lexical,Seats,0.9404003024101256,0.9495619535446168,Car seats,Car seats,-0.04699747,-0.042679865,"Recaro is famous for producing Formula One racing seats. They have been supplying seats to the FIA and various teams since 1950, including Red Bull Racing, Williams, and Mercedes. Their seats are known for their comfort, support,",Car seats.,"Recaro's famous product is the Recaro Pro 300, which is a high-performance seat cushion designed for professional and sports environments. It features a unique design that allows it to absorb shock and vibration while providing comfort and support. The Rec",High-efficiency air purifiers. ,True,True,True,0.0,False,True,True,0.13871467,False,False,False,0.1367001,-0.004317605000000002
trivia_qa,3039,syntactic,Seats,0.9634047746658324,0.9634047150611876,Car seats,Car seats,-0.045002453,-0.010893245,"Recaro is famous for producing Formula One racing seats. They have been supplying seats to the FIA and various teams since 1950, including Red Bull Racing, Williams, and Mercedes. Their seats are known for their comfort, support,","Recaro produces luxury reclining seats for aircraft. The correct answer to the trivia question is that Recaro is famous for producing luxury reclining seats for aircraft. These seats are known for their comfort and quality, making them popular among passengers on commercial flights","Recaro's famous product is the Recaro Pro 300, which is a high-performance seat cushion designed for professional and sports environments. It features a unique design that allows it to absorb shock and vibration while providing comfort and support. The Rec","Recaro's popular product is the Recaro Pro, which is known for its exceptional durability and comfort in sports applications. It features a lightweight yet durable composite material that provides excellent shock absorption and protection against impact forces. The Pro is designed to withstand rigorous",True,True,True,0.0,False,True,True,0.11962265,False,False,False,0.07869679,-0.034109208
trivia_qa,3039,voice,Seats,0.9634047746658324,0.9634047150611876,Car seats,Car seats,-0.045002453,-0.010893245,"Recaro is famous for producing Formula One racing seats. They have been supplying seats to the FIA and various teams since 1950, including Red Bull Racing, Williams, and Mercedes. Their seats are known for their comfort, support,","Recaro produces luxury reclining seats for aircraft. The correct answer to the trivia question is that Recaro is famous for producing luxury reclining seats for aircraft. These seats are known for their comfort and quality, making them popular among passengers on commercial flights","Recaro's famous product is the Recaro Pro 300, which is a high-performance seat cushion designed for professional and sports environments. It features a unique design that allows it to absorb shock and vibration while providing comfort and support. The Rec","Recaro's popular product is the Recaro Pro, which is known for its exceptional durability and comfort in sports applications. It features a lightweight yet durable composite material that provides excellent shock absorption and protection against impact forces. The Pro is designed to withstand rigorous",True,True,True,0.0,False,True,True,0.11962265,False,False,False,0.07869679,-0.034109208
trivia_qa,3039,formality,Seats,0.9634047746658324,0.9634047150611876,Car seats,Car seats,-0.045002453,-0.011241512,"Recaro is famous for producing Formula One racing seats. They have been supplying seats to the FIA and various teams since 1950, including Red Bull Racing, Williams, and Mercedes. Their seats are known for their comfort, support,","Recaro produces luxury reclining seats for aircraft. The correct answer to the trivia question is that Recaro is famous for producing luxury reclining seats for aircraft. These seats are known for their comfort and quality, making them popular among passengers on commercial flights","Recaro's famous product is the Recaro Pro 300, which is a high-performance seat cushion designed for professional and sports environments. It features a unique design that allows it to absorb shock and vibration while providing comfort and support. The Rec","Recaro's popular product is the Recaro Pro, which is known for its exceptional durability and comfort in sports applications. It features a lightweight yet durable composite material that provides excellent shock absorption and protection against impact forces. The Pro is designed to withstand rigorous",True,True,True,0.0,False,True,True,0.11962265,False,False,False,0.07869679,-0.033760940999999996
trivia_qa,12449,lexical,The Red Cross,0.9727291464805604,0.9503841996192932,International Committee of the Red Cross,International Committee of the Red Cross,-0.20834163,-0.45545673,International Committee of the Red Cross.,International Red Cross.,International Committee of the Red Cross. ,International Committee of the Red Cross,True,True,True,0.0,False,True,False,0.03454262,False,True,True,0.009283543,0.24711509999999998
trivia_qa,12449,syntactic,The Red Cross,0.9667932987213136,0.9412055611610411,International Committee of the Red Cross,International Committee of the Red Cross,-0.21025534,-0.41560057,International Committee of the Red Cross.,The International Red Cross.,International Committee of the Red Cross. ,United Nations,True,True,True,0.0,False,True,False,0.043853343,False,True,False,0.11483413,0.20534523
trivia_qa,12449,voice,The Red Cross,0.9667932987213136,0.9412055611610411,International Committee of the Red Cross,International Committee of the Red Cross,-0.14852048,-0.5259205,International Committee of the Red Cross.,The International Red Cross.,International Committee of the Red Cross. ,United Nations,True,True,True,0.0,False,True,False,0.043853343,False,True,False,0.11483413,0.37740002
trivia_qa,12449,formality,The Red Cross,0.9440126419067384,0.9280989170074464,International Committee of the Red Cross,The Red Cross,-0.20946674,-0.06971976,International Committee of the Red Cross.,The Red Cross.,International Committee of the Red Cross. ,The International Committee of the Red Cross. ,False,True,True,0.073203504,False,True,True,0.05740869,False,True,True,0.02678281,-0.13974698000000002
trivia_qa,3169,lexical,Nemesis,0.981353759765625,0.9352233409881592,Nemesis,Nemesis,-0.0011911796,-0.00040469383,The Greek goddess of punishment is Minos.,"The Greek deity of retribution is called ""Morpheus."" Morpheus is associated with sleep and dreams in Greek mythology. He was also known as the god of nightmares and was often depicted as a winged man or a snake-headed figure",Hades. ,Hades. ,True,True,True,-1.1920929e-07,False,False,False,0.11241144,True,False,False,1.1920929e-07,-0.0007864857700000001
trivia_qa,3169,syntactic,Nemesis,0.9673762917518616,0.9673762917518616,Nemesis,Nemesis,-0.0005866335,-0.0005052541,The Greek goddess of punishment is Minos.,"The Greek goddess of punishment, who is often associated with causing someone's downfall, is called ""Kali."" However, it's important to note that Kali is not typically considered as the primary goddess responsible for causing people's downfall. In Greek mythology",Hades. ,Athena,True,True,True,-1.1920929e-07,False,False,False,0.10323632,False,False,False,0.08323544,-8.137939999999994e-05
trivia_qa,3169,voice,Nemesis,0.9643506407737732,0.9643506407737732,Nemesis,Nemesis,-0.00070874026,-0.0004977479,The Greek goddess of punishment is Minos.,"The Greek goddess of punishment, who refers to the cause of a person's downfall, is called ""Kali"" or ""Dike."" Kali was originally a war goddess and later became associated with justice and retribution. Dike, on the",Hades. ,Athena,True,True,True,-1.1920929e-07,False,False,False,0.10566318,False,False,False,0.08323544,-0.00021099235999999999
trivia_qa,3169,formality,Nemesis,0.9269636273384094,0.9236337542533876,Nemesis,Nemesis,-0.0006162932,-0.0016997026,The Greek goddess of punishment is Minos.,"Tartarus. The Greek god of punishment, Tartarus is associated with the concept of divine retribution and was often invoked to explain why someone might have failed in life or had misfortune.",Hades. ,Athena,True,True,True,-1.1920929e-07,False,False,False,0.10759354,False,False,False,0.08323544,0.0010834094
trivia_qa,11763,lexical,BATTLE OF THE SOMME,0.9327499866485596,0.9686145186424256,The Battle of the Somme.,The Battle of the Somme,-0.47220466,-0.1317267,The Battle of the Somme.,The Battle of the Somme.,Somme Offensive,"The First World War (1914-1918) saw 60,000 British casualties on the opening day. This occurred in July and August, during which the British Army advanced by approximately 12 kilometers.",False,True,True,0.007928133,True,True,True,0.0,False,False,False,0.17857331,-0.34047795999999997
trivia_qa,11763,syntactic,BATTLE OF THE SOMME,0.955866277217865,0.9533770680427552,The Battle of the Somme,The Battle of the Somme,-0.45574406,-0.3292135,The Battle of the Somme.,The Battle of the Somme.,Somme Offensive,Battle of Ypres,True,True,True,0.0,True,True,True,0.0,False,False,False,0.1413706,-0.12653056000000001
trivia_qa,11763,voice,BATTLE OF THE SOMME,0.9806647300720216,0.9736347198486328,The Battle of the Somme.,The Battle of the Somme.,-0.47220466,-0.28082812,The Battle of the Somme.,The Battle of the Somme.,Somme Offensive,Battle of the Somme (1916),True,True,True,0.0,True,True,True,0.0,False,False,True,0.1413523,-0.19137653999999998
trivia_qa,11763,formality,BATTLE OF THE SOMME,0.962060809135437,0.977322518825531,The Battle of the Somme.,The Battle of the Somme.,-0.47220466,-0.14100657,The Battle of the Somme.,The Battle of the Somme.,Somme Offensive,"Battle of Cambrai. In July, the British Expeditionary Force (BEF) faced off against German forces at Cambrai. This battle was significant as it resulted in the BEF's advance of 12 kilometers, which marked a major victory",True,True,True,0.0,True,True,True,0.0,False,False,False,0.17289275,-0.33119809
trivia_qa,11270,lexical,Third,0.9953864216804504,1.0000001192092896,Third,Third,-0.18267366,-0.22680409,June. The Jewish month of Sivan typically falls in late May or early June on the Gregorian calendar. It's one of the seven months that have 30 days and marks the beginning of summer in Israel.,The month of Sivan in the Jewish calendar corresponds to June and July in the Gregorian calendar.,"Sivan is the first month in the Jewish religious year. It falls on March 21-23, 2023. The Jewish calendar follows the Hebrew calendar, which was established by Moses and his sons as a way to keep","The month of Sivan in the Jewish calendar corresponds to the month of May. It's also known as ""Shavuot"" or ""Festival of Weeks."" This festival celebrates the completion of the Torah reading and is celebrated by giving gifts to",True,True,True,-2.3841858e-07,False,False,False,0.09870589,False,False,False,0.14258504,0.044130430000000026
trivia_qa,11270,syntactic,Third,0.9613036513328552,1.0000001192092896,Third,Sivan,-0.18267366,-0.7760087,June. The Jewish month of Sivan typically falls in late May or early June on the Gregorian calendar. It's one of the seven months that have 30 days and marks the beginning of summer in Israel.,"May. The month of Sivan in the Jewish calendar corresponds to May in the Gregorian calendar. It's one of the seven months that are considered holy and have special significance in Jewish tradition, including the holiday of Shavuot which falls on","Sivan is the first month in the Jewish religious year. It falls on March 21-23, 2023. The Jewish calendar follows the Hebrew calendar, which was established by Moses and his sons as a way to keep","Sivan is the month of the religious year known as the ""Month of the Sea"" or ""Sivan"". It falls between March and April. This month is associated with the sea, water, and the beginning of new beginnings. In Judaism,",False,True,False,0.13984251,False,False,False,0.09284961,False,False,False,0.12391728,0.59333504
trivia_qa,11270,voice,Third,0.9613036513328552,1.0000001192092896,Third,Sivan,-0.18267366,-0.55899423,June. The Jewish month of Sivan typically falls in late May or early June on the Gregorian calendar. It's one of the seven months that have 30 days and marks the beginning of summer in Israel.,"May. The month of Sivan in the Jewish calendar corresponds to May in the Gregorian calendar. It's one of the seven months that are considered holy and have special significance in Jewish tradition, including the holiday of Shavuot which falls on","Sivan is the first month in the Jewish religious year. It falls on March 21-23, 2023. The Jewish calendar follows the Hebrew calendar, which was established by Moses and his sons as a way to keep","Sivan is the month of the religious year known as the ""Month of the Sea"" or ""Sivan"". It falls between March and April. This month is associated with the sea, water, and the beginning of new beginnings. In Judaism,",False,True,False,0.13984251,False,False,False,0.09284961,False,False,False,0.12391728,0.3763205700000001
trivia_qa,11270,formality,Third,0.9582513570785522,0.9582513570785522,Third,Third,-0.19712874,-0.714443,June. The Jewish month of Sivan typically falls in late May or early June on the Gregorian calendar. It's one of the seven months that have 30 days and marks the beginning of summer in Israel.,"May. The month of Sivan in the Jewish calendar corresponds to May in the Gregorian calendar. This month marks the beginning of summer and is considered one of the holiest months for Jews, as it includes the holiday of Shavuot,","Sivan is the first month in the Jewish religious year. It falls on March 21-23, 2023. The Jewish calendar follows the Hebrew calendar, which was established by Moses and his sons as a way to keep",May,True,True,True,-2.3841858e-07,False,False,False,0.086474955,False,False,False,0.21140611,0.51731426
trivia_qa,8667,lexical,Violin,0.9750580191612244,0.9912598729133606,Violin,Violin,-0.04577673,-0.1283472,"violin. Fritz Kreisler was a renowned violinist and composer who played the violin for over 70 years, becoming one of the most celebrated violinists in history. He is known for his technical brilliance, expressive playing style, and innovative compositions",violin,piano,piano,True,True,True,0.0,False,True,True,0.16644567,True,False,False,0.0,0.08257046999999999
trivia_qa,8667,syntactic,Violin,0.9674472212791444,0.9651851058006288,Violin,Violin,-0.04577673,-0.13894767,"violin. Fritz Kreisler was a renowned violinist and composer who played the violin for over 70 years, becoming one of the most celebrated violinists in history. He is known for his technical brilliance, expressive playing style, and innovative compositions",Violin.,piano,violin,True,True,True,0.0,False,True,True,0.13382286,False,False,True,0.100201786,0.09317094
trivia_qa,8667,voice,Violin,0.9674472212791444,0.9651851058006288,Violin,Violin,-0.04577673,-0.13894767,"violin. Fritz Kreisler was a renowned violinist and composer who played the violin for over 70 years, becoming one of the most celebrated violinists in history. He is known for his technical brilliance, expressive playing style, and innovative compositions",Violin.,piano,violin,True,True,True,0.0,False,True,True,0.13382286,False,False,True,0.100201786,0.09317094
trivia_qa,8667,formality,Violin,0.9452610611915588,0.9494814276695251,Violin,Violin,-0.04577673,-0.0660342,"violin. Fritz Kreisler was a renowned violinist and composer who played the violin for over 70 years, becoming one of the most celebrated violinists in history. He is known for his technical brilliance, expressive playing style, and innovative compositions",Violin.,piano,The piano. ,True,True,True,0.0,False,True,True,0.13382286,False,False,False,0.077272475,0.02025747
trivia_qa,1423,lexical,Great Train Robbery,0.9626820683479308,0.955107033252716,The Great Train Robbery,The Great Train Robbery,-0.45763627,-0.3975748,The Bank Robbery of 1724.,The 1986 robbery of the Rob Roy Hotel in London.,"The Robber Barons of England (RBOE) was the notorious crime syndicate that Bruce Reynolds led in the late 16th century. He orchestrated numerous high-profile robberies and was known for his cunning and ruthless tactics. His """,Theft of Buckingham Palace jewels. ,True,True,True,0.0,False,False,False,0.0863902,False,False,False,0.14764392,-0.060061470000000006
trivia_qa,1423,syntactic,Great Train Robbery,0.959464967250824,0.9484788179397584,The Great Train Robbery,The Great Train Robbery.,-0.45763627,-0.18287234,The Bank Robbery of 1724.,The 1974 Tate Modern Heist.,"The Robber Barons of England (RBOE) was the notorious crime syndicate that Bruce Reynolds led in the late 16th century. He orchestrated numerous high-profile robberies and was known for his cunning and ruthless tactics. His """,The Robber Barons of England. ,False,True,True,0.005807638,False,False,False,0.09490931,False,False,False,0.105362594,-0.27476393
trivia_qa,1423,voice,Great Train Robbery,0.9620690941810608,0.951708436012268,The Great Train Robbery,The Great Train Robbery.,-0.46565005,-0.066383965,The Bank Robbery of 1724.,"The 1974 Tate Modern Heist. This notorious crime involved the theft of over £2 million worth of art from the Tate Gallery in London and is considered one of the most daring bank robberies in history. Bruce Reynolds, who was","The Robber Barons of England (RBOE) was the notorious crime syndicate that Bruce Reynolds led in the late 16th century. He orchestrated numerous high-profile robberies and was known for his cunning and ruthless tactics. His """,The Robber Barons of England. ,False,True,True,0.005807638,False,False,False,0.12097424,False,False,False,0.105362594,-0.399266085
trivia_qa,1423,formality,Great Train Robbery,0.9439458250999452,0.9361169338226318,The Great Train Robbery,The Great Train Robbery,-0.45763627,-0.13023093,The Bank Robbery of 1724.,The Bank of Ireland raid.,"The Robber Barons of England (RBOE) was the notorious crime syndicate that Bruce Reynolds led in the late 16th century. He orchestrated numerous high-profile robberies and was known for his cunning and ruthless tactics. His ""","The famous robbery was the 1980s British bank robbery known as the 'Sistine Chapel ceiling' scheme. This involved Bruce Reynolds, who had been convicted of murder and sentenced to life in prison, planning to rob the Sistine Chapel",True,True,True,0.0,False,False,False,0.08678031,False,False,False,0.1417408,-0.32740534
trivia_qa,15054,lexical,RUGBY SEVENS,0.9610373973846436,0.9310615658760072,Polo,Polo,-0.9540299,-1.0703219,The Melrose Cup is awarded in Australian Rules Football.,The Melrose Cup is given in Australian Rules Football.,Cricket. ,Cricket,True,False,False,0.0,False,False,False,0.018379569,False,False,False,0.010601699,0.11629199999999995
trivia_qa,15054,syntactic,RUGBY SEVENS,0.9683575630187988,0.9683575630187988,Polo,Rugby Sevens,-0.9540299,-0.0022274524,The Melrose Cup is awarded in Australian Rules Football.,"Cricket. The Melrose Cup is an annual cricket trophy awarded to the winner of the Lord's cricket match between England and Australia, held at Lord's Cricket Ground in London. It was first presented in 1890 by Sir William Melrose",Cricket. ,Australian Rules Football (AFL),False,False,True,0.14228737,False,False,False,0.11677855,False,False,False,0.12230563,-0.9518024476
trivia_qa,15054,voice,RUGBY SEVENS,0.9683575630187988,0.9683575630187988,Polo,Rugby Sevens,-0.9540299,-0.0017997696,The Melrose Cup is awarded in Australian Rules Football.,"Cricket. The Melrose Cup is an annual cricket trophy awarded to the winner of the Lord's cricket match between England and Australia, held at Lord's Cricket Ground in London. It was first presented in 1890 by Sir William Melrose",Cricket. ,Australian Rules Football (AFL),False,False,True,0.14228737,False,False,False,0.11677855,False,False,False,0.12230563,-0.9522301304
trivia_qa,15054,formality,RUGBY SEVENS,0.9440130591392516,0.946470022201538,Rugby,Rugby.,-0.47030616,-0.15200946,The Melrose Cup is awarded in Australian Rules Football.,"The Melrose Cup is awarded for winning the Australian Open tennis tournament. Tennis is a sport played on a court, using rackets to hit a small white ball over a net into a hoop called a ""service box"" at the end of the opponents",Cricket. ,Football (soccer),False,False,False,0.011611819,False,False,False,0.13068634,False,False,False,0.12604898,-0.3182967
trivia_qa,17571,lexical,Table tennis,0.9674932956695556,0.9499305486679076,Table tennis,Table tennis,-0.0014414231,-0.0061175562,"American football. The Victor Barna Award is given annually to the most outstanding defensive player in college football, and it's commonly associated with American football.",The Victor Barna Award is given out at the Super Bowl.,Football (soccer),"The game that earned the Victor Barna Award is ""The Powerpuff Girls"" (1998-2003). This animated series was known for its energetic and colorful characters, including the powerpuff girls. The award recognizes",True,True,True,0.0,False,False,False,0.09859139,False,False,False,0.17365074,0.0046761330999999995
trivia_qa,17571,syntactic,Table tennis,0.9903556108474731,0.9846707582473756,Table tennis,Table tennis,-0.0017168276,-0.0029623692,"American football. The Victor Barna Award is given annually to the most outstanding defensive player in college football, and it's commonly associated with American football.","American football. The Victor Barna Award is given annually to the most outstanding offensive player in college football, and it's named after Victor Barna, who was an All-American running back for the University of Michigan Wolverines from 1925",Football (soccer),"Football (also known as soccer) is the sport that could win the Victor Barna Award. The award was first given in 1984 to the best player of any sport, and it's named after Victor Barna, a Swedish football",True,True,True,0.0,False,False,False,0.07423973,False,False,False,0.14105505,0.0012455416
trivia_qa,17571,voice,Table tennis,0.9650284647941588,0.9591832756996156,Table tennis,Table tennis,-0.0017168276,-0.0013336941,"American football. The Victor Barna Award is given annually to the most outstanding defensive player in college football, and it's commonly associated with American football.",The Victor Barna Award can be won in football.,Football (soccer),"Football (also known as soccer) is the sport that could win the Victor Barna Award. The award was established by the Victor Barna Foundation, which is an organization dedicated to promoting and supporting sports for underprivileged children. It's named after the",True,True,True,0.0,False,False,False,0.09552151,False,False,False,0.14121008,-0.00038313349999999986
trivia_qa,17571,formality,Table tennis,0.9837044477462769,0.9505419731140136,Table tennis,Table tennis,-0.0017168276,-0.002189995,"American football. The Victor Barna Award is given annually to the most outstanding defensive player in college football, and it's commonly associated with American football.","American football. The Victor Barna Award is given annually to the most outstanding offensive player in college football, and it's named after Victor Barna, who was an All-American running back at the University of Michigan from 1927-1",Football (soccer),Football (also known as soccer) is one of the most popular sports that can be won the Victor Barna Award. The award is given to the player who has been the best goalkeeper in their country for the past 10 years. This prestigious,True,True,True,0.0,False,False,False,0.072015345,False,False,False,0.13854998,0.00047316740000000017
trivia_qa,4090,lexical,Who Wants To Be a Millionaire?,0.95537006855011,0.951196312904358,Who Wants to Be a Millionaire?,Who Wants to Be a Millionaire,-0.0024056237,-0.0015787787,Strictly Come Dancing.,The X Factor.,The X Factor,The Guardian Show,False,True,False,0.012265086,False,False,False,0.108679414,False,False,False,0.1301741,-0.0008268450000000001
trivia_qa,4090,syntactic,Who Wants To Be a Millionaire?,0.9643740057945251,0.9259383082389832,Who Wants to Be a Millionaire?,Who Wants to Be a Millionaire,-0.0031095035,-0.0023523378,Strictly Come Dancing.,"Antiques Roadshow. Judith Keppel won the coveted £25,000 in 2013 on the popular BBC TV show Antiques Roadshow.",The X Factor,The Queen's Gambit. ,False,True,False,0.012265086,False,False,False,0.15093637,False,False,False,0.120149195,-0.0007571657
