task,instance_id,condition,original,paraphrase,back_translation,changes_desc,answer,endings,passage,bertscore_f1,bt_bertscore
hellaswag,2803,formality,The man grabs the ball and takes a big step behind him and throws the ball. The man twists his body a few times as he holds the ball against his neck. the man,"The guy grabs the ball, steps back, and throws it. He twists his body a few times while holding the ball against his neck.","The guy catches the ball, steps back, and throws it. He spins his body a few times while holding the ball against his neck.",formal to casual,0,"['does a 90 degree move around as he holds the ball against his neck.', 'then extends both arms up and bows.', 'then manages to candy cube the ball and throws it on the other side of the court.', 'throws the ball to its opponent who easily catches it and throws it back to the matches.']",,0.9614898,0.9541425
hellaswag,8751,lexical,[header] How to achieve a good latch when breastfeeding [title] Sit or lie in a comfortable place. [step] How you sit or lie is an important part of getting a good latch. Find a comfortable chair or sofa that has great back support or lie in your bed.,How to accomplish a strong latch while nursing,How to achieve a good latch during breastfeeding,,2,"['[substeps] Make sure the seat is adjustable so you can comfortably sit or lie down comfortably while feeding. Use the legs of the chair so they are parallel to your shoulder, side, or hip.', 'Close your eyes as you lie, breathing in and out through your nose in between breathes. [substeps] Some people prefer to curl up on their back and submerge themselves in a cushioned inner cushion or pillow.', 'This can make you comfortable, which may ease breastfeeding and help you get a good latch. [substeps] Try out different places to sit until you find one that makes you most comfortable while breastfeeding.', ""Place your front and back all around the chair, so your feet aren't flat on the floor. [title] Hold your hands out or in front of you.""]",,0.89194375,0.90138
hellaswag,8751,syntactic,[header] How to achieve a good latch when breastfeeding [title] Sit or lie in a comfortable place. [step] How you sit or lie is an important part of getting a good latch. Find a comfortable chair or sofa that has great back support or lie in your bed.,It is important to find a comfortable place to sit or lie in order to achieve a good latch when breastfeeding.,It is important to find a comfortable place to sit or lie down in order to get a good latch while breastfeeding.,Changed from imperative to declarative clause,2,"['[substeps] Make sure the seat is adjustable so you can comfortably sit or lie down comfortably while feeding. Use the legs of the chair so they are parallel to your shoulder, side, or hip.', 'Close your eyes as you lie, breathing in and out through your nose in between breathes. [substeps] Some people prefer to curl up on their back and submerge themselves in a cushioned inner cushion or pillow.', 'This can make you comfortable, which may ease breastfeeding and help you get a good latch. [substeps] Try out different places to sit until you find one that makes you most comfortable while breastfeeding.', ""Place your front and back all around the chair, so your feet aren't flat on the floor. [title] Hold your hands out or in front of you.""]",,0.91651696,0.9122908
hellaswag,8751,voice,[header] How to achieve a good latch when breastfeeding [title] Sit or lie in a comfortable place. [step] How you sit or lie is an important part of getting a good latch. Find a comfortable chair or sofa that has great back support or lie in your bed.,How can a good latch be achieved when breastfeeding? Sit or lie in a comfortable place.,How can one achieve a good latch while breastfeeding? Sit or lie down in a comfortable place.,active to passive,2,"['[substeps] Make sure the seat is adjustable so you can comfortably sit or lie down comfortably while feeding. Use the legs of the chair so they are parallel to your shoulder, side, or hip.', 'Close your eyes as you lie, breathing in and out through your nose in between breathes. [substeps] Some people prefer to curl up on their back and submerge themselves in a cushioned inner cushion or pillow.', 'This can make you comfortable, which may ease breastfeeding and help you get a good latch. [substeps] Try out different places to sit until you find one that makes you most comfortable while breastfeeding.', ""Place your front and back all around the chair, so your feet aren't flat on the floor. [title] Hold your hands out or in front of you.""]",,0.91706455,0.91452676
hellaswag,8751,formality,[header] How to achieve a good latch when breastfeeding [title] Sit or lie in a comfortable place. [step] How you sit or lie is an important part of getting a good latch. Find a comfortable chair or sofa that has great back support or lie in your bed.,How can one ensure a proper latch while breastfeeding by positioning oneself comfortably?,How can one ensure a good grip by positioning comfortably?,formal to casual,2,"['[substeps] Make sure the seat is adjustable so you can comfortably sit or lie down comfortably while feeding. Use the legs of the chair so they are parallel to your shoulder, side, or hip.', 'Close your eyes as you lie, breathing in and out through your nose in between breathes. [substeps] Some people prefer to curl up on their back and submerge themselves in a cushioned inner cushion or pillow.', 'This can make you comfortable, which may ease breastfeeding and help you get a good latch. [substeps] Try out different places to sit until you find one that makes you most comfortable while breastfeeding.', ""Place your front and back all around the chair, so your feet aren't flat on the floor. [title] Hold your hands out or in front of you.""]",,0.8773516,0.8647714
hellaswag,4010,lexical,"[header] How to make perfume [title] Know the different notes. [step] Perfumes are a blend of different levels of scent, also called "" notes "". When you spray a fragrance on your skin, it moves through these notes in the following order : [substeps] Top notes are what you smell first.","How can one create fragrance? Understand the various tones. Fragrances consist of various intensities of aroma, also known as 'tones'. When you apply a scent to your skin, it transitions through these tones in the subsequent sequence: Initial tones are the first scent you perceive.","How can one create a perfume? Understanding the different tones. Perfumes are made up of different intensities of aromas, also called ""tones"". When you apply a perfume to your skin, it passes through these tones in the following sequence: The initial tones are the first scent you perceive.",,2,"['They are, essentially, notes that you make in your nose before applying perfumes. Other notes are: top notes linger in your nostrils.', ""Shoes with high heels ahead of you and quickly put on socks when you roll your toes down. Smaller (comparatively, tiny) notes may remain on your other foot for a short time while you're in the store."", 'They are also what disappears first, usually within 10 to 15 minutes. Middle notes appear as the top notes die off.', 'You should be able to tell which notes a puff of air is moving through instead of always smelling the same notes when you are in the air. Down notes are whatever you inhale, just underneath those bubbles.']",,0.91254467,0.92070436
hellaswag,4010,syntactic,"[header] How to make perfume [title] Know the different notes. [step] Perfumes are a blend of different levels of scent, also called "" notes "". When you spray a fragrance on your skin, it moves through these notes in the following order : [substeps] Top notes are what you smell first.","[header] What is the process of making perfume [title] Understanding the various notes. [step] Perfumes consist of a combination of different scent levels, known as 'notes'. The sequence in which these notes are perceived when a fragrance is applied to the skin is as follows: [substeps] The first notes that are detected are the top notes.","[header] What is the perfume manufacturing process [title] Understanding the different notes. [step] Perfumes are made up of a combination of different levels of scent, called ""notes"". The sequence in which these notes are perceived when a perfume is applied to the skin is as follows: [substeps] The first notes detected are the top notes.",Changed the question from an imperative structure to a declarative structure with embedded clauses.,2,"['They are, essentially, notes that you make in your nose before applying perfumes. Other notes are: top notes linger in your nostrils.', ""Shoes with high heels ahead of you and quickly put on socks when you roll your toes down. Smaller (comparatively, tiny) notes may remain on your other foot for a short time while you're in the store."", 'They are also what disappears first, usually within 10 to 15 minutes. Middle notes appear as the top notes die off.', 'You should be able to tell which notes a puff of air is moving through instead of always smelling the same notes when you are in the air. Down notes are whatever you inhale, just underneath those bubbles.']",,0.93706286,0.93714637
hellaswag,4010,voice,"[header] How to make perfume [title] Know the different notes. [step] Perfumes are a blend of different levels of scent, also called "" notes "". When you spray a fragrance on your skin, it moves through these notes in the following order : [substeps] Top notes are what you smell first.",What are the different notes that make up perfume?,What are the different notes that make up a perfume?,active to passive,2,"['They are, essentially, notes that you make in your nose before applying perfumes. Other notes are: top notes linger in your nostrils.', ""Shoes with high heels ahead of you and quickly put on socks when you roll your toes down. Smaller (comparatively, tiny) notes may remain on your other foot for a short time while you're in the store."", 'They are also what disappears first, usually within 10 to 15 minutes. Middle notes appear as the top notes die off.', 'You should be able to tell which notes a puff of air is moving through instead of always smelling the same notes when you are in the air. Down notes are whatever you inhale, just underneath those bubbles.']",,0.863243,0.8633182
hellaswag,4010,formality,"[header] How to make perfume [title] Know the different notes. [step] Perfumes are a blend of different levels of scent, also called "" notes "". When you spray a fragrance on your skin, it moves through these notes in the following order : [substeps] Top notes are what you smell first.","How can you create perfume? Understand the various notes. Perfumes consist of different layers of scent, known as 'notes'. When you apply a fragrance to your skin, it transitions through these notes in a specific sequence: Initially, you encounter the top notes.","How can you create a perfume? Understand the different notes. Perfumes are made up of different layers of scent, called ""notes"". When you apply a perfume to your skin, it passes through these notes in a specific sequence: initially, you encounter the top notes.",formal to casual,2,"['They are, essentially, notes that you make in your nose before applying perfumes. Other notes are: top notes linger in your nostrils.', ""Shoes with high heels ahead of you and quickly put on socks when you roll your toes down. Smaller (comparatively, tiny) notes may remain on your other foot for a short time while you're in the store."", 'They are also what disappears first, usually within 10 to 15 minutes. Middle notes appear as the top notes die off.', 'You should be able to tell which notes a puff of air is moving through instead of always smelling the same notes when you are in the air. Down notes are whatever you inhale, just underneath those bubbles.']",,0.92367077,0.92093277
hellaswag,2677,lexical,A group of two women and two men pose together. they,A cluster of two females and two males stand together. they,A group of two women and two men stand together.,"['group', 'women', 'men', 'pose', 'cluster', 'females', 'males', 'stand']",0,"['are then shown performing an art exercise called zumba inside a building.', 'pose together in the dark gymnasium.', 'are hula hooping and twirling their hula hoops.', 'put on-screen collision helmets.']",,0.9594785,0.97974247
hellaswag,2677,syntactic,A group of two women and two men pose together. they,"A group of two women and two men pose together, who are they?","A group of two women and two men pose together, who are they?",Changed from a simple sentence to a complex sentence by adding a relative clause.,0,"['are then shown performing an art exercise called zumba inside a building.', 'pose together in the dark gymnasium.', 'are hula hooping and twirling their hula hoops.', 'put on-screen collision helmets.']",,0.9663811,0.9663811
hellaswag,2677,voice,A group of two women and two men pose together. they,A group is posed together consisting of two women and two men.,A group is sitting together composed of two women and two men.,active to passive,0,"['are then shown performing an art exercise called zumba inside a building.', 'pose together in the dark gymnasium.', 'are hula hooping and twirling their hula hoops.', 'put on-screen collision helmets.']",,0.9593463,0.9423968
hellaswag,2677,formality,A group of two women and two men pose together. they,A group of two women and two men are standing together for a photo. What are they doing?,A group of two women and two men are standing together for a photo. What are they doing?,formal to casual,0,"['are then shown performing an art exercise called zumba inside a building.', 'pose together in the dark gymnasium.', 'are hula hooping and twirling their hula hoops.', 'put on-screen collision helmets.']",,0.9515009,0.9515009
hellaswag,7573,lexical,"[header] How to buff your nails [title] Remove old nail polish. [step] Clean, polish-free nails are essential before you begin filing. Dip a cotton swab in nail polish remover.","How to enhance your nails Remove old nail polish. Clean, polish-free nails are crucial before you start filing. Dip a cotton swab in nail polish remover.",How to improve your nails Remove old nail polish. Clean and polish-free nails are essential before starting to file. Dip a cotton swab in nail polish remover.,,2,"[""Polish remover sticks well to nails, while cotton swabs absorb oil and flaking surface oils. Dip a cotton swab in nail polish remover then dab at the polish's surface, wetting the cotton swab in the process."", 'Stuff your hand, head or foot in the swab and wait for it to work. [substeps] Although nail polish remover is available at many stores, you may want to try finding nail polish remover specifically made for buffing nails.', 'Rub each nail until all of the polish is removed. You may need to go over each nail again with a clean cotton swab to remove traces of polish around your nail and on your skin.', 'Rub it back and forth between your dry hands for several minutes. Any old polish left behind will flake off during the process.']",,0.95650345,0.9537902
hellaswag,7573,syntactic,"[header] How to buff your nails [title] Remove old nail polish. [step] Clean, polish-free nails are essential before you begin filing. Dip a cotton swab in nail polish remover.","Before you begin filing, it is essential to have clean, polish-free nails. Dip a cotton swab in nail polish remover.","Before starting to file, it is essential to have clean nails without nail polish. Dip a cotton swab in nail polish remover.",Changed from imperative to declarative structure with an introductory clause.,2,"[""Polish remover sticks well to nails, while cotton swabs absorb oil and flaking surface oils. Dip a cotton swab in nail polish remover then dab at the polish's surface, wetting the cotton swab in the process."", 'Stuff your hand, head or foot in the swab and wait for it to work. [substeps] Although nail polish remover is available at many stores, you may want to try finding nail polish remover specifically made for buffing nails.', 'Rub each nail until all of the polish is removed. You may need to go over each nail again with a clean cotton swab to remove traces of polish around your nail and on your skin.', 'Rub it back and forth between your dry hands for several minutes. Any old polish left behind will flake off during the process.']",,0.9405019,0.93048644
hellaswag,7573,voice,"[header] How to buff your nails [title] Remove old nail polish. [step] Clean, polish-free nails are essential before you begin filing. Dip a cotton swab in nail polish remover.",How can your nails be buffed by you? Remove old nail polish.,How can you polish your nails? Remove the old nail polish.,active to passive,2,"[""Polish remover sticks well to nails, while cotton swabs absorb oil and flaking surface oils. Dip a cotton swab in nail polish remover then dab at the polish's surface, wetting the cotton swab in the process."", 'Stuff your hand, head or foot in the swab and wait for it to work. [substeps] Although nail polish remover is available at many stores, you may want to try finding nail polish remover specifically made for buffing nails.', 'Rub each nail until all of the polish is removed. You may need to go over each nail again with a clean cotton swab to remove traces of polish around your nail and on your skin.', 'Rub it back and forth between your dry hands for several minutes. Any old polish left behind will flake off during the process.']",,0.8940172,0.9046361
hellaswag,7573,formality,"[header] How to buff your nails [title] Remove old nail polish. [step] Clean, polish-free nails are essential before you begin filing. Dip a cotton swab in nail polish remover.","How can you buff your nails by removing old nail polish? It's important to have clean, polish-free nails before starting to file. Simply dip a cotton swab in nail polish remover.",How can you polish your nails by removing the old nail polish? It is important to have clean nails without polish before starting to file them. Simply dip a cotton swab in nail polish remover.,formal to casual,2,"[""Polish remover sticks well to nails, while cotton swabs absorb oil and flaking surface oils. Dip a cotton swab in nail polish remover then dab at the polish's surface, wetting the cotton swab in the process."", 'Stuff your hand, head or foot in the swab and wait for it to work. [substeps] Although nail polish remover is available at many stores, you may want to try finding nail polish remover specifically made for buffing nails.', 'Rub each nail until all of the polish is removed. You may need to go over each nail again with a clean cotton swab to remove traces of polish around your nail and on your skin.', 'Rub it back and forth between your dry hands for several minutes. Any old polish left behind will flake off during the process.']",,0.9445146,0.93137705
hellaswag,6216,lexical,"[header] How to pierce ears with a sewing needle [title] Clean the area where you'll be piercing your ears. [step] The least recommended place is the washroom as microbes from the toilet and sink faucet are contaminated. If you'd like to do your piercings there, wipe off countertops, sink faucets, toilet; in general, clean your washroom as many bacteria and viruses usually cause infection.",How to puncture ears with a sewing needle,How to pierce ears with a sewing needle,,0,"['[title] Gather your materials and wash your hands well with an anti-bacterial soap and hot water. [step] Doing so will kill most bacteria on your hands.', '[title] Practice the technique with a soft, clean ear cloth. [step] The absorbent fabric is ideal for sewing your piercing while using a set size, cloth needle.', '[title] Prick the end of the piercing with a sewing needle. [step] This will help to open up the extraction area and make it easier to work the needle.', ""[title] Purchase a pair of sharp needle nosed pliers. [step] Your cutters will help hold up your ear area while you're waiting for your piercing to happen.""]",,0.87397665,0.8850548
hellaswag,6216,syntactic,"[header] How to pierce ears with a sewing needle [title] Clean the area where you'll be piercing your ears. [step] The least recommended place is the washroom as microbes from the toilet and sink faucet are contaminated. If you'd like to do your piercings there, wipe off countertops, sink faucets, toilet; in general, clean your washroom as many bacteria and viruses usually cause infection.","It is not recommended to pierce your ears in the washroom due to contamination from microbes found on the toilet and sink faucet. If you choose to do so, make sure to clean the area thoroughly by wiping off countertops, sink faucets, and the toilet, as these surfaces often harbor bacteria and viruses that can lead to infection.","It is not recommended to pierce your ears in the bathroom due to contamination by microbes found on the toilet and sink faucet. If you choose to do so, make sure to clean the area carefully by wiping down the countertops, sink faucets, and toilets, as these surfaces often harbor bacteria and viruses that can lead to infection.",Changed from imperative to declarative structure with embedded clauses,0,"['[title] Gather your materials and wash your hands well with an anti-bacterial soap and hot water. [step] Doing so will kill most bacteria on your hands.', '[title] Practice the technique with a soft, clean ear cloth. [step] The absorbent fabric is ideal for sewing your piercing while using a set size, cloth needle.', '[title] Prick the end of the piercing with a sewing needle. [step] This will help to open up the extraction area and make it easier to work the needle.', ""[title] Purchase a pair of sharp needle nosed pliers. [step] Your cutters will help hold up your ear area while you're waiting for your piercing to happen.""]",,0.91455436,0.91059905
hellaswag,6216,voice,"[header] How to pierce ears with a sewing needle [title] Clean the area where you'll be piercing your ears. [step] The least recommended place is the washroom as microbes from the toilet and sink faucet are contaminated. If you'd like to do your piercings there, wipe off countertops, sink faucets, toilet; in general, clean your washroom as many bacteria and viruses usually cause infection.",How can ears be pierced with a sewing needle,How can ears be pierced with a sewing needle,active to passive,0,"['[title] Gather your materials and wash your hands well with an anti-bacterial soap and hot water. [step] Doing so will kill most bacteria on your hands.', '[title] Practice the technique with a soft, clean ear cloth. [step] The absorbent fabric is ideal for sewing your piercing while using a set size, cloth needle.', '[title] Prick the end of the piercing with a sewing needle. [step] This will help to open up the extraction area and make it easier to work the needle.', ""[title] Purchase a pair of sharp needle nosed pliers. [step] Your cutters will help hold up your ear area while you're waiting for your piercing to happen.""]",,0.8726072,0.87260723
hellaswag,6216,formality,"[header] How to pierce ears with a sewing needle [title] Clean the area where you'll be piercing your ears. [step] The least recommended place is the washroom as microbes from the toilet and sink faucet are contaminated. If you'd like to do your piercings there, wipe off countertops, sink faucets, toilet; in general, clean your washroom as many bacteria and viruses usually cause infection.","[header] How can I pierce my ears using a sewing needle [title] Clean the area where you plan to pierce your ears. [step] It's not ideal to do it in the bathroom because there are germs from the toilet and sink. If you still want to do it there, make sure to clean the countertops, sink, and toilet. Basically, sanitize your bathroom well since bacteria and viruses can lead to infections.","[header] How can I pierce my ears with a sewing needle [title] Clean the area where you plan to pierce your ears. [step] It is not ideal to do it in the bathroom because there are germs from the toilet and sink. If you still want to do it there, make sure to clean the countertops, sink, and toilet. In short, disinfect your bathroom well because bacteria and viruses can lead to infections.",formal to casual,0,"['[title] Gather your materials and wash your hands well with an anti-bacterial soap and hot water. [step] Doing so will kill most bacteria on your hands.', '[title] Practice the technique with a soft, clean ear cloth. [step] The absorbent fabric is ideal for sewing your piercing while using a set size, cloth needle.', '[title] Prick the end of the piercing with a sewing needle. [step] This will help to open up the extraction area and make it easier to work the needle.', ""[title] Purchase a pair of sharp needle nosed pliers. [step] Your cutters will help hold up your ear area while you're waiting for your piercing to happen.""]",,0.93900996,0.9378976
hellaswag,4422,lexical,"[header] How to organize earrings [title] Get some mini, plastic drawer units. [step] They are actually meant for storing office supplies, but they work great for earrings! You will typically find them in the storage section or office supply section. If you'd like, you can line the bottom of each drawer with a piece of foam.",How can earrings be arranged,How can the earrings be arranged,"['organize -> arrange', 'earrings -> earrings', 'Get -> Acquire', 'mini -> small', 'plastic -> plastic', 'drawer -> drawer', 'units -> units', 'meant -> intended', 'storing -> storing', 'office -> office', 'supplies -> supplies', 'work -> function', 'great -> great', 'earrings -> earrings', 'typically -> typically', 'find -> find', 'storage -> storage', 'section -> section', 'office -> office', 'supply -> supply', 'section -> section', 'like -> like', 'line -> line', 'bottom -> bottom', 'drawer -> drawer', 'piece -> piece', 'foam -> foam']",1,"['This will help to protect the jewelry in case of damage. [substeps] For example, if you have a big bulky wooden jewelry box, use the base and sides of a foam-top plastic drawer unit instead.', 'This way, you can poke your earrings into the foam to keep them in place. [substeps] Choose a small one that is about 6 to 8 inches (15.', ""[substeps] Does this work for some? If so, this is a great idea because you won't need as much paper to mark your row. Your original rule of thumb is that if you need a specific drawer, line it with a piece of foam."", 'Here are some ideas to get you started : [substeps] Double-sided or zippered drop-side drawers online storage companies helpline [title] Look at recycling baskets. [step] Ask your friends to keep their jewelry there.']",,0.867251,0.8734003
hellaswag,4422,syntactic,"[header] How to organize earrings [title] Get some mini, plastic drawer units. [step] They are actually meant for storing office supplies, but they work great for earrings! You will typically find them in the storage section or office supply section. If you'd like, you can line the bottom of each drawer with a piece of foam.","Where can you find mini, plastic drawer units for organizing earrings?",Where can you find mini plastic drawer units to organize earrings?,changed from a how-to question to a where question,1,"['This will help to protect the jewelry in case of damage. [substeps] For example, if you have a big bulky wooden jewelry box, use the base and sides of a foam-top plastic drawer unit instead.', 'This way, you can poke your earrings into the foam to keep them in place. [substeps] Choose a small one that is about 6 to 8 inches (15.', ""[substeps] Does this work for some? If so, this is a great idea because you won't need as much paper to mark your row. Your original rule of thumb is that if you need a specific drawer, line it with a piece of foam."", 'Here are some ideas to get you started : [substeps] Double-sided or zippered drop-side drawers online storage companies helpline [title] Look at recycling baskets. [step] Ask your friends to keep their jewelry there.']",,0.8935809,0.88991207
hellaswag,4422,voice,"[header] How to organize earrings [title] Get some mini, plastic drawer units. [step] They are actually meant for storing office supplies, but they work great for earrings! You will typically find them in the storage section or office supply section. If you'd like, you can line the bottom of each drawer with a piece of foam.",How can earrings be organized?,How can earrings be organized?,active to passive,1,"['This will help to protect the jewelry in case of damage. [substeps] For example, if you have a big bulky wooden jewelry box, use the base and sides of a foam-top plastic drawer unit instead.', 'This way, you can poke your earrings into the foam to keep them in place. [substeps] Choose a small one that is about 6 to 8 inches (15.', ""[substeps] Does this work for some? If so, this is a great idea because you won't need as much paper to mark your row. Your original rule of thumb is that if you need a specific drawer, line it with a piece of foam."", 'Here are some ideas to get you started : [substeps] Double-sided or zippered drop-side drawers online storage companies helpline [title] Look at recycling baskets. [step] Ask your friends to keep their jewelry there.']",,0.8701402,0.8701402
hellaswag,4422,formality,"[header] How to organize earrings [title] Get some mini, plastic drawer units. [step] They are actually meant for storing office supplies, but they work great for earrings! You will typically find them in the storage section or office supply section. If you'd like, you can line the bottom of each drawer with a piece of foam.","How can I arrange my earrings? Get some small plastic drawer units. They are designed for storing office supplies, but they are perfect for organizing earrings! You can usually find them in the storage or office supply aisle. Optionally, you can place a piece of foam at the bottom of each drawer.","How can I organize my earrings? Get small plastic drawers. They are designed for storing office supplies, but they are perfect for organizing earrings! You can usually find them in the storage or office supplies aisle. Optionally, you can place a piece of foam at the bottom of each drawer.",formal to casual,1,"['This will help to protect the jewelry in case of damage. [substeps] For example, if you have a big bulky wooden jewelry box, use the base and sides of a foam-top plastic drawer unit instead.', 'This way, you can poke your earrings into the foam to keep them in place. [substeps] Choose a small one that is about 6 to 8 inches (15.', ""[substeps] Does this work for some? If so, this is a great idea because you won't need as much paper to mark your row. Your original rule of thumb is that if you need a specific drawer, line it with a piece of foam."", 'Here are some ideas to get you started : [substeps] Double-sided or zippered drop-side drawers online storage companies helpline [title] Look at recycling baskets. [step] Ask your friends to keep their jewelry there.']",,0.9419458,0.9399099
hellaswag,9125,lexical,[header] How to reduce fine lines on skin [title] Shop for an anti-wrinkle formula designed for reducing wrinkles and conditioning the skin. [step] There are many good solutions available both over the counter and with a doctor's prescription. Some of the most effective solutions may be as close as your neighborhood pharmacy or grocery store.,How can one decrease fine lines on skin? Look for an anti-crease formula created to lessen creases and nourish the skin. There are numerous excellent remedies accessible either without a prescription or with a physician's recommendation. Some of the most efficient remedies might be as near as your local drugstore or supermarket.,How can we reduce fine lines on the skin? Look for an anti-wrinkle formula designed to reduce wrinkles and nourish the skin. There are many excellent remedies available either over-the-counter or with a doctor's recommendation. Some of the most effective remedies could be as close as your local pharmacy or supermarket.,,0,"['[title] Read the label on the product before you make your purchase. [step] Look for ingredients that have been proven effective in reducing wrinkles and fine line.', '[title] First, exfoliate the skin affected by wrinkles. [step] This can come in the form of a cleanser, a facial exfoliator, a pumice stone, a tablespoon or two of milk, after-care or therapy, and a facial scrub.', 'A simple free trial will do the trick. In a couple days, a slight wrinkle is nearly gone, and it should be completely gone.', 'Prescription cream can clean inner tears, keeping your skin looking a little skin-saggy while trying to even out texture. You can also opt for instant-topical acne cream to reduce dryness and lighten skin.']",,0.9297959,0.9431722
hellaswag,9125,syntactic,[header] How to reduce fine lines on skin [title] Shop for an anti-wrinkle formula designed for reducing wrinkles and conditioning the skin. [step] There are many good solutions available both over the counter and with a doctor's prescription. Some of the most effective solutions may be as close as your neighborhood pharmacy or grocery store.,"[header] What is the method for reducing fine lines on skin [title] Look for an anti-wrinkle formula that is specifically made to reduce wrinkles and improve skin condition. [step] Various effective solutions can be found in local pharmacies or grocery stores, either over the counter or with a prescription from a doctor.","What is the method to reduce fine lines on the skin. Look for an anti-wrinkle formula specifically designed to reduce wrinkles and improve the condition of the skin. Various effective solutions can be found in local pharmacies or grocery stores, either over the counter or by prescription from a doctor.",Changed the question from an imperative to an interrogative structure.,0,"['[title] Read the label on the product before you make your purchase. [step] Look for ingredients that have been proven effective in reducing wrinkles and fine line.', '[title] First, exfoliate the skin affected by wrinkles. [step] This can come in the form of a cleanser, a facial exfoliator, a pumice stone, a tablespoon or two of milk, after-care or therapy, and a facial scrub.', 'A simple free trial will do the trick. In a couple days, a slight wrinkle is nearly gone, and it should be completely gone.', 'Prescription cream can clean inner tears, keeping your skin looking a little skin-saggy while trying to even out texture. You can also opt for instant-topical acne cream to reduce dryness and lighten skin.']",,0.9476268,0.9280219
hellaswag,9125,voice,[header] How to reduce fine lines on skin [title] Shop for an anti-wrinkle formula designed for reducing wrinkles and conditioning the skin. [step] There are many good solutions available both over the counter and with a doctor's prescription. Some of the most effective solutions may be as close as your neighborhood pharmacy or grocery store.,How can fine lines on the skin be reduced?,How can fine lines on the skin be reduced?,active to passive,0,"['[title] Read the label on the product before you make your purchase. [step] Look for ingredients that have been proven effective in reducing wrinkles and fine line.', '[title] First, exfoliate the skin affected by wrinkles. [step] This can come in the form of a cleanser, a facial exfoliator, a pumice stone, a tablespoon or two of milk, after-care or therapy, and a facial scrub.', 'A simple free trial will do the trick. In a couple days, a slight wrinkle is nearly gone, and it should be completely gone.', 'Prescription cream can clean inner tears, keeping your skin looking a little skin-saggy while trying to even out texture. You can also opt for instant-topical acne cream to reduce dryness and lighten skin.']",,0.8878187,0.8878187
hellaswag,9125,formality,[header] How to reduce fine lines on skin [title] Shop for an anti-wrinkle formula designed for reducing wrinkles and conditioning the skin. [step] There are many good solutions available both over the counter and with a doctor's prescription. Some of the most effective solutions may be as close as your neighborhood pharmacy or grocery store.,[header] How can I get rid of fine lines on my skin [title] Look for an anti-aging product that targets wrinkles and nourishes the skin. [step] You can find effective options at the store or by consulting a healthcare professional.,How can I get rid of fine lines on my skin? Look for an anti-aging product that targets wrinkles and nourishes the skin. You can find effective options in stores or by consulting a healthcare professional.,formal to casual,0,"['[title] Read the label on the product before you make your purchase. [step] Look for ingredients that have been proven effective in reducing wrinkles and fine line.', '[title] First, exfoliate the skin affected by wrinkles. [step] This can come in the form of a cleanser, a facial exfoliator, a pumice stone, a tablespoon or two of milk, after-care or therapy, and a facial scrub.', 'A simple free trial will do the trick. In a couple days, a slight wrinkle is nearly gone, and it should be completely gone.', 'Prescription cream can clean inner tears, keeping your skin looking a little skin-saggy while trying to even out texture. You can also opt for instant-topical acne cream to reduce dryness and lighten skin.']",,0.93187857,0.90318906
hellaswag,3598,lexical,"[header] How to flat iron hair [title] Use shampooing and conditioning products that are specially formulated to create straight or sleek hair. [step] You don't need to buy expensive hair products, anything you can find at your local drug store or beauty supply store will work fine. Just look for products that claim to be straightening and/or moisturizing.",How can I straighten my hair using a flat iron?,How can I straighten my hair with a flat iron?,,3,"['[substeps] For example, studies show that the american hair association recommends replacing hair wax with acrylic sulfate which has lots of anti-inflammatory properties. [title] Buy a round brush or a very fine fine-toothed comb for when it gets really greasy.', ""However, be aware that many hair brands have been eliminated from your list. If your hair is not saying that it's straightening or moisturizing, see a stylist instead."", '[substeps] When you shampoo and condition your hair the same way each time, it will help to create certain recommendations. Go back more than once and read labels, and see which ones are not damaging to your hair.', '[title] Pat your hair dry after getting out of the shower. [step] Use your towel to remove water from your hair by gently squeezing your hair in sections rather than harshly ruffling it dry.']",,0.8744232,0.8750494
hellaswag,3598,syntactic,"[header] How to flat iron hair [title] Use shampooing and conditioning products that are specially formulated to create straight or sleek hair. [step] You don't need to buy expensive hair products, anything you can find at your local drug store or beauty supply store will work fine. Just look for products that claim to be straightening and/or moisturizing.",What is the method for flat ironing hair?,What is the method for straightening hair with a flat iron?,Changed from a declarative sentence to an interrogative sentence,3,"['[substeps] For example, studies show that the american hair association recommends replacing hair wax with acrylic sulfate which has lots of anti-inflammatory properties. [title] Buy a round brush or a very fine fine-toothed comb for when it gets really greasy.', ""However, be aware that many hair brands have been eliminated from your list. If your hair is not saying that it's straightening or moisturizing, see a stylist instead."", '[substeps] When you shampoo and condition your hair the same way each time, it will help to create certain recommendations. Go back more than once and read labels, and see which ones are not damaging to your hair.', '[title] Pat your hair dry after getting out of the shower. [step] Use your towel to remove water from your hair by gently squeezing your hair in sections rather than harshly ruffling it dry.']",,0.86192244,0.86342496
